fullname,permanentNumber,code,Constructors,points,wins
Fernando Alonso,14,ALO,Alpine F1 Team,28,0
Pierre Gasly,10,GAS,AlphaTauri,16,0
Kevin Magnussen,20,MAG,Haas F1 Team,16,0
Sebastian Vettel,5,VET,Aston Martin,15,0
Daniel Ricciardo,3,RIC,McLaren,15,0
Yuki Tsunoda,22,TSU,AlphaTauri,11,0
Guanyu Zhou,24,ZHO,Alfa Romeo,5,0
Mick Schumacher,47,MSC,Haas F1 Team,4,0
Alexander Albon,23,ALB,Williams,3,0
Lance Stroll,18,STR,Aston Martin,3,0
Nicholas Latifi,6,LAT,Williams,0,0
Nico Hülkenberg,27,HUL,Aston Martin,0,0
Max Verstappen,33,VER,Red Bull,208,6
Charles Leclerc,16,LEC,Ferrari,170,3
Sergio Pérez,11,PER,Red Bull,151,1
Carlos Sainz,55,SAI,Ferrari,133,1
George Russell,63,RUS,Mercedes,128,0
Lewis Hamilton,44,HAM,Mercedes,109,0
Lando Norris,4,NOR,McLaren,64,0
Esteban Ocon,31,OCO,Alpine F1 Team,52,0
Valtteri Bottas,77,BOT,Alfa Romeo,46,0
Fernando Alonso,14,ALO,Alpine F1 Team,29,0
Kevin Magnussen,20,MAG,Haas F1 Team,22,0
Daniel Ricciardo,3,RIC,McLaren,17,0
Pierre Gasly,10,GAS,AlphaTauri,16,0
Sebastian Vettel,5,VET,Aston Martin,15,0
Mick Schumacher,47,MSC,Haas F1 Team,12,0
Yuki Tsunoda,22,TSU,AlphaTauri,11,0
Guanyu Zhou,24,ZHO,Alfa Romeo,5,0
Alexander Albon,23,ALB,Williams,3,0
Lance Stroll,18,STR,Aston Martin,3,0
Nicholas Latifi,6,LAT,Williams,0,0
Nico Hülkenberg,27,HUL,Aston Martin,0,0
Max Verstappen,33,VER,Red Bull,233,7
Charles Leclerc,16,LEC,Ferrari,170,3
Sergio Pérez,11,PER,Red Bull,163,1
Carlos Sainz,55,SAI,Ferrari,144,1
George Russell,63,RUS,Mercedes,143,0
Lewis Hamilton,44,HAM,Mercedes,127,0
Lando Norris,4,NOR,McLaren,70,0
Esteban Ocon,31,OCO,Alpine F1 Team,56,0
Valtteri Bottas,77,BOT,Alfa Romeo,46,0
Fernando Alonso,14,ALO,Alpine F1 Team,37,0
Kevin Magnussen,20,MAG,Haas F1 Team,22,0
Daniel Ricciardo,3,RIC,McLaren,19,0
Pierre Gasly,10,GAS,AlphaTauri,16,0
Sebastian Vettel,5,VET,Aston Martin,15,0
Mick Schumacher,47,MSC,Haas F1 Team,12,0
Yuki Tsunoda,22,TSU,AlphaTauri,11,0
Guanyu Zhou,24,ZHO,Alfa Romeo,5,0
Lance Stroll,18,STR,Aston Martin,4,0
Alexander Albon,23,ALB,Williams,3,0
Nicholas Latifi,6,LAT,Williams,0,0
Nico Hülkenberg,27,HUL,Aston Martin,0,0
Max Verstappen,33,VER,Red Bull,258,8
Charles Leclerc,16,LEC,Ferrari,178,3
Sergio Pérez,11,PER,Red Bull,173,1
George Russell,63,RUS,Mercedes,158,0
Carlos Sainz,55,SAI,Ferrari,156,1
Lewis Hamilton,44,HAM,Mercedes,146,0
Lando Norris,4,NOR,McLaren,76,0
Esteban Ocon,31,OCO,Alpine F1 Team,58,0
Valtteri Bottas,77,BOT,Alfa Romeo,46,0
Fernando Alonso,14,ALO,Alpine F1 Team,41,0
Kevin Magnussen,20,MAG,Haas F1 Team,22,0
Daniel Ricciardo,3,RIC,McLaren,19,0
Pierre Gasly,10,GAS,AlphaTauri,16,0
Sebastian Vettel,5,VET,Aston Martin,16,0
Mick Schumacher,47,MSC,Haas F1 Team,12,0
Yuki Tsunoda,22,TSU,AlphaTauri,11,0
Guanyu Zhou,24,ZHO,Alfa Romeo,5,0
Lance Stroll,18,STR,Aston Martin,4,0
Alexander Albon,23,ALB,Williams,3,0
Nicholas Latifi,6,LAT,Williams,0,0
Nico Hülkenberg,27,HUL,Aston Martin,0,0
Max Verstappen,33,VER,Red Bull,284,9
Sergio Pérez,11,PER,Red Bull,191,1
Charles Leclerc,16,LEC,Ferrari,186,3
Carlos Sainz,55,SAI,Ferrari,171,1
George Russell,63,RUS,Mercedes,170,0
Lewis Hamilton,44,HAM,Mercedes,146,0
Lando Norris,4,NOR,McLaren,76,0
Esteban Ocon,31,OCO,Alpine F1 Team,64,0
Fernando Alonso,14,ALO,Alpine F1 Team,51,0
Valtteri Bottas,77,BOT,Alfa Romeo,46,0
Kevin Magnussen,20,MAG,Haas F1 Team,22,0
Sebastian Vettel,5,VET,Aston Martin,20,0
Daniel Ricciardo,3,RIC,McLaren,19,0
Pierre Gasly,10,GAS,AlphaTauri,18,0
Mick Schumacher,47,MSC,Haas F1 Team,12,0
Yuki Tsunoda,22,TSU,AlphaTauri,11,0
Guanyu Zhou,24,ZHO,Alfa Romeo,5,0
Alexander Albon,23,ALB,Williams,4,0
Lance Stroll,18,STR,Aston Martin,4,0
Nicholas Latifi,6,LAT,Williams,0,0
Nico Hülkenberg,27,HUL,Aston Martin,0,0
Max Verstappen,33,VER,Red Bull,310,10
Charles Leclerc,16,LEC,Ferrari,201,3
Sergio Pérez,11,PER,Red Bull,201,1
George Russell,63,RUS,Mercedes,188,0
Carlos Sainz,55,SAI,Ferrari,175,1
Lewis Hamilton,44,HAM,Mercedes,158,0
Lando Norris,4,NOR,McLaren,82,0
Esteban Ocon,31,OCO,Alpine F1 Team,66,0
Fernando Alonso,14,ALO,Alpine F1 Team,59,0
Valtteri Bottas,77,BOT,Alfa Romeo,46,0
Kevin Magnussen,20,MAG,Haas F1 Team,22,0
Sebastian Vettel,5,VET,Aston Martin,20,0
Daniel Ricciardo,3,RIC,McLaren,19,0
Pierre Gasly,10,GAS,AlphaTauri,18,0
Mick Schumacher,47,MSC,Haas F1 Team,12,0
Yuki Tsunoda,22,TSU,AlphaTauri,11,0
Guanyu Zhou,24,ZHO,Alfa Romeo,5,0
Lance Stroll,18,STR,Aston Martin,5,0
Alexander Albon,23,ALB,Williams,4,0
Nicholas Latifi,6,LAT,Williams,0,0
Nico Hülkenberg,27,HUL,Aston Martin,0,0
Max Verstappen,33,VER,Red Bull,335,11
Charles Leclerc,16,LEC,Ferrari,219,3
Sergio Pérez,11,PER,Red Bull,210,1
George Russell,63,RUS,Mercedes,203,0
Carlos Sainz,55,SAI,Ferrari,187,1
Lewis Hamilton,44,HAM,Mercedes,168,0
Lando Norris,4,NOR,McLaren,88,0
Esteban Ocon,31,OCO,Alpine F1 Team,66,0
Fernando Alonso,14,ALO,Alpine F1 Team,59,0
Valtteri Bottas,77,BOT,Alfa Romeo,46,0
Pierre Gasly,10,GAS,AlphaTauri,22,0
Kevin Magnussen,20,MAG,Haas F1 Team,22,0
Sebastian Vettel,5,VET,Aston Martin,20,0
Daniel Ricciardo,3,RIC,McLaren,19,0
Mick Schumacher,47,MSC,Haas F1 Team,12,0
Yuki Tsunoda,22,TSU,AlphaTauri,11,0
Guanyu Zhou,24,ZHO,Alfa Romeo,6,0
Lance Stroll,18,STR,Aston Martin,5,0
Alexander Albon,23,ALB,Williams,4,0
Nyck de Vries,21,DEV,Williams,2,0
Nicholas Latifi,6,LAT,Williams,0,0
Nico Hülkenberg,27,HUL,Aston Martin,0,0
Max Verstappen,33,VER,Red Bull,341,11
Charles Leclerc,16,LEC,Ferrari,237,3
Sergio Pérez,11,PER,Red Bull,235,2
George Russell,63,RUS,Mercedes,203,0
Carlos Sainz,55,SAI,Ferrari,202,1
Lewis Hamilton,44,HAM,Mercedes,170,0
Lando Norris,4,NOR,McLaren,100,0
Esteban Ocon,31,OCO,Alpine F1 Team,66,0
Fernando Alonso,14,ALO,Alpine F1 Team,59,0
Valtteri Bottas,77,BOT,Alfa Romeo,46,0
Daniel Ricciardo,3,RIC,McLaren,29,0
Sebastian Vettel,5,VET,Aston Martin,24,0
Pierre Gasly,10,GAS,AlphaTauri,23,0
Kevin Magnussen,20,MAG,Haas F1 Team,22,0
Lance Stroll,18,STR,Aston Martin,13,0
Mick Schumacher,47,MSC,Haas F1 Team,12,0
Yuki Tsunoda,22,TSU,AlphaTauri,11,0
Guanyu Zhou,24,ZHO,Alfa Romeo,6,0
Alexander Albon,23,ALB,Williams,4,0
Nyck de Vries,21,DEV,Williams,2,0
Nicholas Latifi,6,LAT,Williams,0,0
Nico Hülkenberg,27,HUL,Aston Martin,0,0
Max Verstappen,33,VER,Red Bull,366,12
Sergio Pérez,11,PER,Red Bull,253,2
Charles Leclerc,16,LEC,Ferrari,252,3
George Russell,63,RUS,Mercedes,207,0
Carlos Sainz,55,SAI,Ferrari,202,1
Lewis Hamilton,44,HAM,Mercedes,180,0
Lando Norris,4,NOR,McLaren,101,0
Esteban Ocon,31,OCO,Alpine F1 Team,78,0
Fernando Alonso,14,ALO,Alpine F1 Team,65,0
Valtteri Bottas,77,BOT,Alfa Romeo,46,0
Sebastian Vettel,5,VET,Aston Martin,32,0
Daniel Ricciardo,3,RIC,McLaren,29,0
Pierre Gasly,10,GAS,AlphaTauri,23,0
Kevin Magnussen,20,MAG,Haas F1 Team,22,0
Lance Stroll,18,STR,Aston Martin,13,0
Mick Schumacher,47,MSC,Haas F1 Team,12,0
Yuki Tsunoda,22,TSU,AlphaTauri,11,0
Guanyu Zhou,24,ZHO,Alfa Romeo,6,0
Alexander Albon,23,ALB,Williams,4,0
Nicholas Latifi,6,LAT,Williams,2,0
Nyck de Vries,21,DEV,Williams,2,0
Nico Hülkenberg,27,HUL,Aston Martin,0,0
Max Verstappen,33,VER,Red Bull,391,13
Charles Leclerc,16,LEC,Ferrari,267,3
Sergio Pérez,11,PER,Red Bull,265,2
George Russell,63,RUS,Mercedes,218,0
Carlos Sainz,55,SAI,Ferrari,202,1
Lewis Hamilton,44,HAM,Mercedes,198,0
Lando Norris,4,NOR,McLaren,109,0
Esteban Ocon,31,OCO,Alpine F1 Team,78,0
Fernando Alonso,14,ALO,Alpine F1 Team,71,0
Valtteri Bottas,77,BOT,Alfa Romeo,46,0
Sebastian Vettel,5,VET,Aston Martin,36,0
Daniel Ricciardo,3,RIC,McLaren,29,0
Kevin Magnussen,20,MAG,Haas F1 Team,24,0
Pierre Gasly,10,GAS,AlphaTauri,23,0
Lance Stroll,18,STR,Aston Martin,13,0
Mick Schumacher,47,MSC,Haas F1 Team,12,0
Yuki Tsunoda,22,TSU,AlphaTauri,12,0
Guanyu Zhou,24,ZHO,Alfa Romeo,6,0
Alexander Albon,23,ALB,Williams,4,0
Nicholas Latifi,6,LAT,Williams,2,0
Nyck de Vries,21,DEV,Williams,2,0
Nico Hülkenberg,27,HUL,Aston Martin,0,0
Max Verstappen,33,VER,Red Bull,416,14
Sergio Pérez,11,PER,Red Bull,280,2
Charles Leclerc,16,LEC,Ferrari,275,3
George Russell,63,RUS,Mercedes,231,0
Lewis Hamilton,44,HAM,Mercedes,216,0
Carlos Sainz,55,SAI,Ferrari,212,1
Lando Norris,4,NOR,McLaren,111,0
Esteban Ocon,31,OCO,Alpine F1 Team,82,0
Fernando Alonso,14,ALO,Alpine F1 Team,71,0
Valtteri Bottas,77,BOT,Alfa Romeo,47,0
Sebastian Vettel,5,VET,Aston Martin,36,0
Daniel Ricciardo,3,RIC,McLaren,35,0
Kevin Magnussen,20,MAG,Haas F1 Team,24,0
Pierre Gasly,10,GAS,AlphaTauri,23,0
Lance Stroll,18,STR,Aston Martin,13,0
Mick Schumacher,47,MSC,Haas F1 Team,12,0
Yuki Tsunoda,22,TSU,AlphaTauri,12,0
Guanyu Zhou,24,ZHO,Alfa Romeo,6,0
Alexander Albon,23,ALB,Williams,4,0
Nicholas Latifi,6,LAT,Williams,2,0
Nyck de Vries,21,DEV,Williams,2,0
Nico Hülkenberg,27,HUL,Aston Martin,0,0
Max Verstappen,33,VER,Red Bull,429,14
Charles Leclerc,16,LEC,Ferrari,290,3
Sergio Pérez,11,PER,Red Bull,290,2
George Russell,63,RUS,Mercedes,265,1
Lewis Hamilton,44,HAM,Mercedes,240,0
Carlos Sainz,55,SAI,Ferrari,234,1
Lando Norris,4,NOR,McLaren,113,0
Esteban Ocon,31,OCO,Alpine F1 Team,86,0
Fernando Alonso,14,ALO,Alpine F1 Team,81,0
Valtteri Bottas,77,BOT,Alfa Romeo,49,0
Sebastian Vettel,5,VET,Aston Martin,36,0
Daniel Ricciardo,3,RIC,McLaren,35,0
Kevin Magnussen,20,MAG,Haas F1 Team,25,0
Pierre Gasly,10,GAS,AlphaTauri,23,0
Lance Stroll,18,STR,Aston Martin,14,0
Mick Schumacher,47,MSC,Haas F1 Team,12,0
Yuki Tsunoda,22,TSU,AlphaTauri,12,0
Guanyu Zhou,24,ZHO,Alfa Romeo,6,0
Alexander Albon,23,ALB,Williams,4,0
Nicholas Latifi,6,LAT,Williams,2,0
Nyck de Vries,21,DEV,Williams,2,0
Nico Hülkenberg,27,HUL,Aston Martin,0,0
Max Verstappen,33,VER,Red Bull,454,15
Charles Leclerc,16,LEC,Ferrari,308,3
Sergio Pérez,11,PER,Red Bull,305,2
George Russell,63,RUS,Mercedes,275,1
Carlos Sainz,55,SAI,Ferrari,246,1
Lewis Hamilton,44,HAM,Mercedes,240,0
Lando Norris,4,NOR,McLaren,122,0
Esteban Ocon,31,OCO,Alpine F1 Team,92,0
Fernando Alonso,14,ALO,Alpine F1 Team,81,0
Valtteri Bottas,77,BOT,Alfa Romeo,49,0
Daniel Ricciardo,3,RIC,McLaren,37,0
Sebastian Vettel,5,VET,Aston Martin,37,0
Kevin Magnussen,20,MAG,Haas F1 Team,25,0
Pierre Gasly,10,GAS,AlphaTauri,23,0
Lance Stroll,18,STR,Aston Martin,18,0
Mick Schumacher,47,MSC,Haas F1 Team,12,0
Yuki Tsunoda,22,TSU,AlphaTauri,12,0
Guanyu Zhou,24,ZHO,Alfa Romeo,6,0
Alexander Albon,23,ALB,Williams,4,0
Nicholas Latifi,6,LAT,Williams,2,0
Nyck de Vries,21,DEV,Williams,2,0
Nico Hülkenberg,27,HUL,Aston Martin,0,0
